,branch_code,branch_name_en,brnach_name_ar,invoice_counter,account_branch_code
0,d2ffab6af9064997adb6492aa9f085ab,hello,اهلا,1,88
1,73ceec68767d4f13bc9f240bded88de3,hello,اهلا,1,88
2,1c54f426394d45bb9016dda9c3e00d60,hello,اهلا,1,88
3,b320025eb7d24f57984b6fae3a3e671c,hello,اهلا,1,88
4,9c2cd0a238f64303b5e23231a0bc5c51,hello,اهلا,1,88
5,68b4b9318368467b93e371f45db719ab,hello,اهلا,1,88
6,13433aabcde248b8a0a8521b3f7eba76,hello,اهلا,1,88
7,cf2ede0de6f0417295b0267c1233d9cd,hello,اهلا,1,88
8,cd85894026dc4421878c98f0ca6ae712,hello,اهلا,1,88
9,91471d5e9b4f4a2db5d62ed6abe7b736,hello,اهلا,1,88
10,4bffa2ecbc1f41e8a53aecc386b8a5a8,hello,اهلا,1,88
11,841e596dc08846e1a5f5bfd2856ae93c,hello,اهلا,1,88
12,822d94fbf7474444a57c906cc9101409,hello,اهلا,1,88
13,351c4f8586d24334aa2243ee4a873e6f,hello,اهلا,1,88
14,eef6f5d7b045468896f51aca616cd8c0,hello,اهلا,1,88
15,235ec8e959c94528a5f8140fbbd33b65,hello,اهلا,1,88
16,602c3592e2a5415f94b540c735aeffa0,hello,اهلا,1,88
17,3553121abdc64eca9d2aef920b4a8944,hello,اهلا,1,88
18,a621aa23dd704261b21932109b475411,hello,اهلا,1,88
19,cdab5500970d42b3be8adb4c03c79ced,hello,اهلا,1,88
20,1da64dc3784646478cf954d730aadbb5,hello,اهلا,1,88
21,27bdaac83bce41e2bd96b5f7a321df09,hello,اهلا,1,88
22,66f4c15d9aba431c84a8288cca819ec9,hello,اهلا,1,88
23,6c193ec0e708428da980042580363a00,hello,اهلا,1,88
